City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind speed,Country,Date
kalmunai,7.42,81.82,77.4,87,39,1.7,LK,1609205580
inverell,-29.78,151.12,79.47,51,78,9.66,AU,1609205580
lake city,30.19,-82.64,50,87,1,4.25,US,1609205580
zeya,53.75,127.27,-15.88,82,72,1.21,RU,1609205580
beringovskiy,63.05,179.32,23.22,98,100,21.23,RU,1609205580
puerto carreno,6.19,-67.49,77.7,76,100,4.07,CO,1609205580
plettenberg bay,-34.05,23.37,68.54,85,95,6.15,ZA,1609205581
bako,5.78,36.57,63.95,43,79,3.91,ET,1609205581
ponta delgada,37.73,-25.67,55.4,71,75,12.75,PT,1609205581
boyuibe,-20.42,-63.28,73.89,70,0,3.15,BO,1609205581
tahoua,14.89,5.27,68,18,0,6.93,NE,1609205581
muyinga,-2.83,30.33,57.02,94,31,2.13,BI,1609205581
annavasal,10.47,78.7,71.6,94,40,4.7,IN,1609205582
jadu,31.95,12.03,41.23,58,37,13.96,LY,1609205303
ust-maya,60.42,134.53,-34.4,82,100,3.36,RU,1609205582
verkh-usugli,52.7,115.17,-13.38,76,98,4.45,RU,1609205582
santo antonio do ica,-3.1,-67.94,70.09,97,96,1.36,BR,1609205582
laguna,38.42,-121.42,53.6,71,90,3.36,US,1609205582
cidreira,-30.18,-50.21,73.26,82,47,15.37,BR,1609205582
kavaratti,10.57,72.64,81.3,74,2,12.77,IN,1609205582
najran,17.49,44.13,48.2,57,0,1.21,SA,1609205583
pizhanka,57.46,48.54,-11.56,89,0,2.66,RU,1609205583
santa maria del oro,25.93,-105.37,57.7,33,0,8.79,MX,1609205583
katobu,-4.94,122.53,86.25,66,100,3.98,ID,1609205583
sumenep,-7.02,113.87,83.57,72,96,3.53,ID,1609205583
forio,40.73,13.86,55.99,66,0,5.01,IT,1609205584
manicore,-5.81,-61.3,78.8,94,0,2.48,BR,1609205584
auki,-8.77,160.7,84.25,74,99,1.41,SB,1609205584
ostrovnoy,68.05,39.51,17.83,93,75,16.2,RU,1609205584
mandalgarh,25.2,75.1,41.4,53,0,3.51,IN,1609205584
la union,-5.4,-80.75,73.45,70,38,15.32,PE,1609205584
lompoc,34.64,-120.46,51.8,87,90,11.59,US,1609205490
bela,25.93,81.98,53.35,52,0,3.71,IN,1609205585
miraflores,19.22,-98.81,64.4,11,5,6.93,MX,1609205585
havre-saint-pierre,50.23,-63.6,28.4,92,90,17.22,CA,1609205585
tautira,-17.73,-149.15,84.2,66,40,10.29,PF,1609205585
beihai,21.48,109.1,71.51,75,51,10.8,CN,1609205585
goundam,16.41,-3.67,70.72,22,71,8.37,ML,1609205585
aksarka,66.56,67.8,-12.19,89,98,11.43,RU,1609205585
skibbereen,51.55,-9.27,39.2,85,75,23.04,IE,1609205586
rawlins,41.79,-107.24,23,100,90,7.34,US,1609205586
nanortalik,60.14,-45.24,26.65,95,96,10.74,GL,1609205466
la libertad,-2.23,-80.9,71.55,84,100,10.45,EC,1609205586
jajce,44.34,17.27,44.6,87,0,4.7,BA,1609205586
bida,9.08,6.02,72.63,31,88,2.55,NG,1609205586
sarankhola,22.31,89.79,62.82,45,0,2.89,BD,1609205586
novopokrovka,49.84,36.55,26.6,86,75,17.9,UA,1609205586
chaman,30.92,66.45,30.15,75,0,1.34,PK,1609205587
namatanai,-3.67,152.43,83.7,74,100,10.49,PG,1609205587
carnot,4.94,15.87,70.61,37,1,2.62,CF,1609205587
kinkala,-4.36,14.76,77,88,20,3.36,CG,1609205587
veraval,20.9,70.37,60.26,34,0,13.89,IN,1609205587
bolshoye selo,57.72,38.93,7.29,95,78,8.41,RU,1609205587
bokovskaya,49.23,41.83,19.27,96,90,11.7,RU,1609205587
tecoanapa,16.52,-98.75,76.64,76,1,1.97,MX,1609205587
tumen,42.97,129.84,13.05,73,100,7.85,CN,1609205587
sibolga,1.74,98.78,80.35,71,99,0.83,ID,1609205588
phangnga,8.45,98.53,80.6,83,20,6.93,TH,1609205588
north bend,43.41,-124.22,46.4,70,1,5.82,US,1609205588
kohlu,29.9,69.25,32.85,68,0,3.58,PK,1609205588
anito,12.45,125.29,84.02,71,27,5.48,PH,1609205588
bara,10.37,10.73,67.01,27,94,6.4,NG,1609205588
gigmoto,13.78,124.39,84.6,70,15,3.76,PH,1609205588
viking,53.1,-111.77,21.2,92,21,10.29,CA,1609205588
saint-joseph,-21.37,55.62,77,61,0,12.75,RE,1609205589
san patricio,28.02,-97.52,70,83,75,16.11,US,1609205589
tahta,26.77,31.5,53.6,62,0,5.82,EG,1609205589
koutiala,12.39,-5.46,69.21,23,1,7.9,ML,1609205589
shizunai,42.33,142.37,29.28,85,99,15.88,JP,1609205589
burpengary,-27.16,152.96,87.01,53,100,8.5,AU,1609205486
beverley,53.85,-0.42,37,93,100,9.17,GB,1609205589
santa clara,22.4,-79.97,66.2,82,40,5.82,CU,1609205589
mwinilunga,-11.74,24.43,63.1,97,100,4.5,ZM,1609205589
novyy urengoy,66.08,76.63,-16.4,87,100,18.14,RU,1609205589
castanos,26.78,-101.42,69.8,40,5,2.21,MX,1609205590
camargo,27.67,-105.17,62.31,28,0,6.29,MX,1609205429
huambo,-12.78,15.74,57.51,97,100,1.05,AO,1609205590
chino valley,34.76,-112.45,34,87,1,5.82,US,1609205590
shaoguan,24.8,113.58,72.41,55,6,0.6,CN,1609205590
barreirinhas,-2.75,-42.83,79.79,77,0,10.07,BR,1609205590
varkaus,62.32,27.87,30.2,86,90,14.99,FI,1609205590
katsuura,35.13,140.3,50,71,75,6.93,JP,1609205591
lorengau,-2.02,147.27,86.56,57,64,6.89,PG,1609205591
mizdah,31.45,12.98,41.23,58,0,10.8,LY,1609205591
bonfim,3.08,-59.95,78.57,80,99,1.16,BR,1609205591
lamu,-2.27,40.9,78.8,88,40,5.82,KE,1609205591
kaseda,31.42,130.32,51.8,81,75,6.93,JP,1609205591
licuriciu,44.92,23.62,43,91,36,5.01,RO,1609205591
manokwari,-0.87,134.08,83.89,68,100,1.7,ID,1609205591
stabat,3.76,98.45,77,100,75,4.7,ID,1609205591
benghazi,32.12,20.07,59.29,65,0,12.37,LY,1609205592
yeppoon,-23.13,150.73,80.6,61,90,13.87,AU,1609205592
flinders,-34.58,150.86,62.01,95,100,3,AU,1609205478
tyup,42.73,78.36,16.16,79,0,2.95,KG,1609205592
flin flon,54.77,-101.86,10.4,85,90,6.93,CA,1609205592
monticello,45.31,-93.79,14,78,1,6.24,US,1609205592
lerwick,60.15,-1.15,37.4,86,100,10.29,GB,1609205592
garhakota,23.77,79.15,47.21,53,0,5.19,IN,1609205592
ahuachapan,13.92,-89.84,71.01,69,21,3,SV,1609205592
meulaboh,4.14,96.13,77.81,84,100,2.66,ID,1609205593
xingyi,24.19,102.82,53.85,63,0,2.35,CN,1609205593
khakhea,-24.69,23.49,80.02,48,99,6.85,BW,1609205593
boa viagem,-5.13,-39.73,76.19,71,0,6.17,BR,1609205593
prado,-17.34,-39.22,75.25,85,0,7,BR,1609205593
pisco,-13.7,-76.22,68,88,75,10.29,PE,1609205593
sitka,57.05,-135.33,44.6,56,90,18.34,US,1609205470
asyut,27.18,31.18,50,87,0,4.7,EG,1609205594
ust-kuyga,70.02,135.6,-13.77,88,100,1.14,RU,1609205594
klaksvik,62.23,-6.59,35.6,74,100,33.33,FO,1609205594
tonantins,-2.87,-67.8,71.67,97,99,1.68,BR,1609205594
koutsouras,35.03,25.95,59.95,65,0,8.84,GR,1609205594
madang,-5.22,145.8,87.94,61,99,4.16,PG,1609205594
anadyr,64.75,177.48,21.2,85,90,17.9,RU,1609205594
jalu,29.03,21.55,51.75,52,0,8.48,LY,1609205594
kathmandu,27.72,85.32,35.6,93,20,3.36,NP,1609205594
bodden town,19.28,-81.25,78.8,65,20,14.99,KY,1609205595
salalah,17.02,54.09,69.8,52,0,8.05,OM,1609205595
nizwa,22.93,57.53,52.21,49,0,1.57,OM,1609205595
scituate,42.2,-70.73,45,67,88,1.01,US,1609205595
rassvet,46.83,40.75,33.04,94,93,17.83,RU,1609205595
arlit,18.74,7.39,59.67,31,0,2.64,NE,1609205595
poso,-1.4,120.75,89.01,62,100,2.51,ID,1609205595
jyvaskyla,62.24,25.72,32,92,90,18.34,FI,1609205595
nagorsk,59.32,50.81,-12.06,89,11,2.93,RU,1609205450
abbeville,50.1,1.83,36,76,100,7.49,FR,1609205596
charters towers,-20.1,146.27,79.5,70,98,13.2,AU,1609205596
buckeye,33.37,-112.58,55.99,40,27,8.28,US,1609205596
qaqortoq,60.72,-46.03,30.2,68,98,8.05,GL,1609205596
lake charles,30.21,-93.2,60.8,87,5,4.7,US,1609205596
thinadhoo,0.53,72.93,82.54,72,0,10.4,MV,1609205596
basoko,1.24,23.62,72.61,91,100,2.95,CD,1609205597
sao joaquim,-28.29,-49.93,56.07,100,23,3.02,BR,1609205597
port said,31.26,32.28,57.2,87,0,4.7,EG,1609205597
zapolyarnyy,69.42,30.81,21.2,85,100,16.11,RU,1609205597
bagotville,-28.98,153.42,84.2,58,40,14.99,AU,1609205597
hoquiam,46.98,-123.89,42.8,75,90,4.7,US,1609205597
bianzhuang,34.85,118.04,28.06,96,100,23.67,CN,1609205597
basco,20.45,121.97,77.34,89,100,15.88,PH,1609205597
twin falls,42.35,-114.64,26.01,85,1,6.93,US,1609205597
tazovskiy,67.47,78.7,-22.83,85,100,18.07,RU,1609205598
priiskovyy,51.93,116.63,-15.54,80,84,3.67,RU,1609205598
yebaishou,41.4,119.64,-5.94,70,0,20.96,CN,1609205598
tawang,27.58,91.87,40.55,47,0,1.81,IN,1609205598
wadi musa,30.32,35.48,47.37,56,100,3.58,JO,1609205598
kieta,-6.22,155.63,83.98,72,87,3.22,PG,1609205598
nuuk,64.18,-51.72,24.8,92,73,14.99,GL,1609205598
sur,22.57,59.53,67.66,47,0,12.3,OM,1609205598
oranjemund,-28.55,16.43,60.3,91,4,7.83,NA,1609205598
kherson,46.66,32.62,43,89,98,12.88,UA,1609205599
akdepe,42.06,59.38,23,92,0,6.93,TM,1609205599
torgau,51.57,13,34,100,100,4.7,DE,1609205599
buraydah,26.33,43.98,51.8,93,75,8.05,SA,1609205599
lavrentiya,65.58,-171,19.85,96,100,13.82,RU,1609205599
baghmara,23.8,86.21,62.33,42,0,2.24,IN,1609205599
luwuk,-0.95,122.79,85.95,64,100,1.5,ID,1609205599
doka,13.52,35.77,70.16,51,0,11.12,SD,1609205599
antiguo morelos,22.55,-99.08,72,72,21,5.99,MX,1609205599
kismayo,-0.36,42.55,78.55,86,100,14.94,SO,1609205600
zhanaozen,43.3,52.8,23.76,90,0,9.57,KZ,1609205600
timra,62.49,17.33,37,95,90,10.29,SE,1609205600
piacabucu,-10.41,-36.43,75.56,77,0,8.1,BR,1609205600
lakatoro,-16.1,167.42,86,74,40,4.7,VU,1609205600
ruwi,23.6,58.55,57.2,50,0,3.36,OM,1609205600
