City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind speed,Country,Date
madimba,-10.4,40.3333,79.47,83,38,11.86,TZ,1609901946
beringovskiy,63.05,179.3167,-11.72,85,25,11.74,RU,1609901946
rafraf,37.1904,10.1837,46.4,61,20,6.93,TN,1609901946
kuryk,43.2,51.65,28.36,83,2,21.85,KZ,1609901946
sistranda,63.7256,8.834,28.4,79,0,14.99,NO,1609901946
ondjiva,-17.0667,15.7333,67.8,59,19,4.72,AO,1609901946
saskylakh,71.9167,114.0833,0.97,90,100,17.72,RU,1609901947
ostrovnoy,68.0531,39.5131,16.25,95,15,23.47,RU,1609901947
honiara,-9.4333,159.95,89.6,70,20,18.34,SB,1609901947
falun,60.6036,15.626,23,92,64,5.82,SE,1609901947
hay river,60.8156,-115.7999,-2.2,84,44,6.93,CA,1609901947
kavaratti,10.5669,72.642,83.12,70,54,5.06,IN,1609901947
champerico,14.3,-91.9167,79.72,72,26,2.13,GT,1609901947
amga,60.8953,131.9608,-30.73,80,100,3.6,RU,1609901947
ahipara,-35.1667,173.1667,73.63,57,98,5.73,NZ,1609901947
jacala,21.0167,-99.1833,51.94,100,32,1.41,MX,1609901947
mehriz,31.5917,54.4318,30.2,54,0,4.7,IR,1609901833
constitucion,-35.3333,-72.4167,55.06,84,0,5.88,CL,1609901948
monte carmelo,-18.7247,-47.4986,68.18,83,72,0.87,BR,1609901948
itupiranga,-5.1347,-49.3267,74.07,89,96,2.68,BR,1609901948
nyurba,63.2842,118.3319,-19.05,86,100,9.08,RU,1609901948
pechora,65.1472,57.2244,4.03,94,89,7.67,RU,1609901787
saint-louis,16.3333,-15,75.54,32,100,9.22,SN,1609901948
sao filipe,14.8961,-24.4956,75.33,73,100,5.79,CV,1609901948
oum hadjer,13.2954,19.6966,70.48,21,0,11.9,TD,1609901948
cedeno,7.0464,-72.1634,69.51,63,46,3.91,CO,1609901948
bac lieu,9.285,105.7244,82.51,71,28,16.33,VN,1609901948
san juan del parana,-27.3,-55.9667,77,78,0,8.05,PY,1609901949
port macquarie,-31.4333,152.9167,79,70,40,1.01,AU,1609901949
faanui,-16.4833,-151.75,81.05,73,0,13.62,PF,1609901949
boden,65.8252,21.6886,15.8,100,0,4.7,SE,1609901949
marsh harbour,26.5412,-77.0636,68.9,57,0,17.52,BS,1609901949
lisa,43.8,25.1333,33.8,86,5,4.7,RO,1609901949
araouane,18.9048,-3.5265,66.74,23,1,6.55,ML,1609901949
alta floresta,-9.8756,-56.0861,72.21,93,86,2.37,BR,1609901949
nishihara,26.1842,127.7558,66.2,63,75,13.87,JP,1609901949
moctezuma,29.8,-109.6667,59.05,33,59,1.92,MX,1609901949
mogadishu,2.0371,45.3438,74.64,74,79,19.08,SO,1609901950
raudeberg,61.9875,5.1352,35.01,85,0,9.44,NO,1609901950
luanda,-8.8368,13.2343,77,73,40,5.82,AO,1609901950
zhenlai,45.8495,123.2973,-2.29,85,100,14.29,CN,1609901950
menongue,-14.6585,17.691,59.81,68,4,4.79,AO,1609901950
marysville,48.0518,-122.1771,46.4,87,90,14.99,US,1609901950
dalbandin,28.8947,64.4101,35.83,67,0,9.24,PK,1609901950
foca,38.6703,26.7566,55,76,0,5.82,TR,1609901951
otorohanga,-38.1833,175.2,86,42,17,1.99,NZ,1609901951
troitskoye,52.9821,84.6757,-13.16,84,0,6.64,RU,1609901951
rawson,-43.3002,-65.1023,62.35,55,0,21.7,AR,1609901951
muros,42.7762,-9.0603,36,96,7,8.48,ES,1609901951
rundu,-17.9333,19.7667,67.28,84,57,2.35,NA,1609901951
piacabucu,-10.4056,-36.4344,75.96,81,1,7.02,BR,1609901951
batagay,67.6333,134.6333,-35.93,79,1,4.23,RU,1609901951
shingu,33.7333,135.9833,48.2,45,20,14.99,JP,1609901952
falakata,26.5208,89.2055,68.68,49,100,5.12,IN,1609901952
ballina,-28.8667,153.5667,89.6,66,18,16.11,AU,1609901952
cartagena,10.3997,-75.5144,78.8,88,0,9.17,CO,1609901917
tiznit,29.5833,-9.5,55.08,82,0,4.07,MA,1609901952
kieta,-6.2167,155.6333,87.33,62,100,5.99,PG,1609901952
kungalv,57.871,11.9805,30,79,78,11.99,SE,1609901952
dumbrava rosie,46.8833,26.4333,37,40,45,3.96,RO,1609901952
madang,-5.2246,145.7966,87.66,59,75,7.47,PG,1609901953
ojinaga,29.5667,-104.4167,53.6,58,1,8.05,MX,1609901953
sandwick,60,-1.25,42.8,100,26,5.82,GB,1609901953
touros,-5.1989,-35.4608,77,83,40,6.93,BR,1609901953
nemuro,43.3236,145.575,21.2,53,20,5.82,JP,1609901953
port lincoln,-34.7333,135.8667,64.38,57,25,14.67,AU,1609901953
batagay-alyta,67.8006,130.4114,-18.13,80,0,2.06,RU,1609901953
tynda,55.1667,124.7167,-28.12,80,100,4.5,RU,1609901953
lokosovo,61.1333,74.8167,-16.74,85,0,5.55,RU,1609901953
birao,10.2849,22.7882,64.8,28,13,5.73,CF,1609901954
plettenberg bay,-34.0527,23.3716,64.98,87,18,4.21,ZA,1609901954
vogar,63.9832,-22.3874,35.6,64,40,18.34,IS,1609901954
olinda,-8.0089,-34.8553,78.8,65,40,8.05,BR,1609901954
dongsheng,39.8161,109.9776,-13.29,53,0,20.56,CN,1609901954
kwinana,-32.25,115.7667,86,22,32,17.22,AU,1609901954
barras,-4.2444,-42.2944,75.69,84,38,4.54,BR,1609901954
conakry,9.538,-13.6773,80.62,74,0,6.64,GN,1609901693
svatove,49.4103,38.1503,30.25,97,100,12.28,UA,1609901954
wagar,16.1525,36.2032,62.89,94,35,5.86,SD,1609901955
los llanos de aridane,28.6585,-17.9182,71.6,60,20,13.87,ES,1609901955
columbus,39.9612,-82.9988,35.6,100,90,10.29,US,1609901874
norman wells,65.282,-126.8329,-25.6,74,20,2.24,CA,1609901955
tucuma,-0.1833,-50.05,76.8,87,60,6.4,BR,1609901955
russell,32.3502,-85.1999,50,70,1,3.36,US,1609901955
wad madani,14.4012,33.5199,67.98,34,0,12.55,SD,1609901955
plastun,44.7561,136.2939,5.61,76,71,7.63,RU,1609901955
igarka,67.4667,86.5833,-15.25,88,100,11.14,RU,1609901955
walvis bay,-22.9575,14.5053,69.01,82,100,3.36,NA,1609901956
taltal,-25.4,-70.4833,64,74,0,2.06,CL,1609901956
mehran,33.1222,46.1646,32,41,0,4.7,IR,1609901956
lalganj,25.8667,85.1833,59,87,75,3.36,IN,1609901956
panzhihua,26.5851,101.7128,59,43,97,0.36,CN,1609901956
salalah,17.0151,54.0924,66.2,37,0,8.05,OM,1609901956
voh,-20.9667,164.7,85.68,74,89,3.71,NC,1609901956
eydhafushi,5.1033,73.0708,81.36,76,99,5.17,MV,1609901956
lazaro cardenas,17.9583,-102.2,73.83,82,0,3.94,MX,1609901956
lorengau,-2.0226,147.2712,86.29,70,100,10.07,PG,1609901956
korla,41.7597,86.1469,13.44,81,96,11.81,CN,1609901956
puerto baquerizo moreno,-0.9,-89.6,72.36,81,93,10.74,EC,1609901957
sharjah,25.3573,55.4033,59,57,0,4.7,AE,1609901906
myskhako,44.6714,37.7433,50,87,100,11.18,RU,1609901957
daura,11.5538,11.4085,70.18,22,0,7.85,NG,1609901957
oktyabrskoye,43.0645,44.7417,24.8,100,92,2.24,RU,1609901957
victoria,22.2855,114.1577,64,66,51,1.99,HK,1609901786
nandi hills,0.1066,35.1838,54.54,91,0,5.21,KE,1609901957
mwinilunga,-11.7358,24.4293,61.66,98,98,2.62,ZM,1609901957
tessalit,20.1986,1.0114,63.63,24,0,7.94,ML,1609901958
kolda,12.8833,-14.95,68.97,44,9,1.54,SN,1609901958
mandalgovi,45.7625,106.2708,-19.77,74,0,18.12,MN,1609901958
opochka,56.7105,28.6617,32.07,98,100,5.64,RU,1609901958
umm lajj,25.0213,37.2685,73.63,62,0,8.63,SA,1609901958
smoky lake,54.1169,-112.4686,21.2,79,98,9.17,CA,1609901958
luwuk,-0.9516,122.7875,78.82,83,100,5.82,ID,1609901722
qazanbulaq,40.6192,46.6519,28.4,92,90,4.7,AZ,1609901958
coolum beach,-26.5333,153.1,88,70,14,1.99,AU,1609901958
lebane,42.9239,21.7375,41,78,0,3.36,RS,1609901958
kuzino,57.0224,59.4412,-3.42,92,85,7.23,RU,1609901959
nichinan,31.6,131.3667,50,46,75,17.22,JP,1609901959
kamo,37.65,139.05,39,64,40,12.75,JP,1609901959
winnemucca,40.973,-117.7357,33.8,74,1,3.96,US,1609901959
pareora,-44.4871,171.2132,66,86,85,8.01,NZ,1609901959
langenhagen,52.45,9.75,39,86,75,8.05,DE,1609901959
poya,-21.35,165.15,84.81,73,71,4.97,NC,1609901959
grand gaube,-20.0064,57.6608,75,86,46,1.99,MU,1609901959
garden city,42.3256,-83.331,35.6,74,90,8.05,US,1609901959
skelleftea,64.7507,20.9528,15.8,92,0,3.36,SE,1609901959
rio tuba,8.5061,117.4317,83.55,71,100,14.2,PH,1609901959
vardo,70.3705,31.1107,29.32,96,90,19.82,NO,1609901960
banes,20.9625,-75.7186,68,88,5,2.24,CU,1609901960
vao,-22.6667,167.4833,77.45,81,43,21.07,NC,1609901960
lodja,-3.4833,23.4333,68.92,95,80,1.23,CD,1609901960
donegal,54.65,-8.1167,32.7,93,32,1.97,IE,1609901960
manali,13.1667,80.2667,73.4,94,40,4.7,IN,1609901960
aldan,58.6031,125.3894,-26.97,83,100,3.62,RU,1609901960
tezu,27.9167,96.1667,73.17,30,17,2.33,IN,1609901961
bay roberts,47.5999,-53.2648,37.99,100,90,12.75,CA,1609901961
manta,-0.95,-80.7333,77,78,75,8.05,EC,1609901768
arona,28.0996,-16.681,66.2,93,75,14.99,ES,1609901961
nexo,55.0607,15.1306,37.4,100,100,8.05,DK,1609901961
borisoglebskiy,57.2586,39.1508,28.4,92,90,6.71,RU,1609901961
san patricio,28.017,-97.5169,66.2,93,40,12.75,US,1609901961
shimoda,34.6667,138.95,46.4,75,75,16.11,JP,1609901961
maceio,-9.6658,-35.7353,71.6,94,0,2.24,BR,1609901952
kiruna,67.8557,20.2251,6.8,92,67,2.24,SE,1609901962
ville-marie,47.3335,-79.433,28.4,92,90,3.36,CA,1609901962
lagos de moreno,21.35,-101.9167,62.6,21,5,4.7,MX,1609901962
bonthe,7.5264,-12.505,79.11,86,7,5.48,SL,1609901962
brae,60.3964,-1.353,42.8,100,91,5.82,GB,1609901686
shilka,51.85,116.0333,-17.7,74,18,3.76,RU,1609901962
olsztyn,53.7799,20.4942,32,96,90,6.93,PL,1609901962
shaunavon,49.6501,-108.4181,19.4,79,0,10.29,CA,1609901962
pundaguitan,6.3711,126.1689,79.29,86,100,12.77,PH,1609901962
tupik,54.4253,119.9327,-24.81,77,57,3.42,RU,1609901962
mecca,21.4267,39.8261,72,79,0,4.72,SA,1609901962
opuwo,-18.0607,13.84,66.34,64,96,0.96,NA,1609901963
boa vista,2.8197,-60.6733,78.8,74,0,8.05,BR,1609901709
la ronge,55.1001,-105.2842,17.6,85,98,6.93,CA,1609901963
fraga,41.5229,0.3489,26.01,100,0,2.24,ES,1609901963
severobaykalsk,55.65,109.3167,-18.62,82,54,5.1,RU,1609901963
kitgum,3.2783,32.8867,70.38,50,0,5.17,UG,1609901963
